dataset,planning_seed,control,method,dPdet,dRMST_rel,dL,H_common,exposure_multiplicity_control,exposure_multiplicity_method,revisit_fraction_control,revisit_fraction_method,replans_control,replans_method,planner_wall_time_control,planner_wall_time_method,initial_positions_hash,planning_seed_common,w
6,48,random_uniform_n8_uncoordinated,online_static_3step,0.22945794112619644,0.07906259602808172,0.2296004795299969,8506.0,,13.90489464622448,0.9972306076912981,0.9280828783358296,8000.0,3827.0,0.0,379.9702919225674,0c5ebd0726da0e28847294133027a59d77d46fefc0ba8c7ad9525095d8a96825,48,
6,49,random_uniform_n8_uncoordinated,online_static_3step,0.23180741112342534,0.082315950460036,0.23193911010604268,8490.0,,13.657518766647833,0.9965873224618622,0.92678025803325,8000.0,4006.0,0.0,403.2955556605011,bd2fe3251942199c9fb0a19883f0e4a31bbd2de8f045df6a2fafccc8ea790d4f,49,
6,50,random_uniform_n8_uncoordinated,online_static_3step,0.2283457420614315,0.07958657178605531,0.22842932659972068,8507.0,,14.01347028119212,0.9972322242554225,0.9286400884339028,8000.0,4242.0,0.0,425.9153158876579,53e8cf0d809f72f1d5e1250df324464f606775b46f1e1ed50186dea0e66da9fb,50,
6,51,random_uniform_n8_uncoordinated,online_static_3step,0.24564773688553532,0.08639106256003297,0.2457536226249951,8509.0,,12.0162227259847,0.9958159270644492,0.9167791723902112,8000.0,4104.0,0.0,417.4809783690144,b8ac6e56ffbb7f6f6d9b3e28a5e3ad271ca635c021faf58db48ad9ffc3929906,51,
7,42,random_uniform_n8_uncoordinated,online_static_3step,0.07905413396102715,0.03220127927143839,0.07908055050080079,8233.0,,24.62956629877196,0.9964147134392534,0.9593983918405472,8000.0,5622.0,0.0,541.4616831110325,006da335f256203469592a62a852eccffab880f7309f6633631136cbb4337c3b,42,
7,43,random_uniform_n8_uncoordinated,online_static_3step,0.03302433121980412,0.00490304376210017,0.03298041085428578,8246.0,,57.58216654384672,0.9962542394006783,0.9826335120746362,8000.0,4503.0,0.0,428.9485855111852,70146d654c8d3e205eae3a8c1c32c196b80ae26034bb8660a9cf58293ef56344,43,
7,44,random_uniform_n8_uncoordinated,online_static_3step,0.026704356574571667,-0.0002074855327682742,0.02669599272138456,8255.0,,40.003819709702064,0.995945264343873,0.975002387090614,8000.0,5735.0,0.0,550.3577397151385,11105a2cc12ea269694f1fa8b45ff83d4588344c41b1c28dbb5cea328ef765c7,44,
7,45,random_uniform_n8_uncoordinated,online_static_3step,0.050702954762284494,0.017566131005225746,0.050704442126875526,8263.0,,31.14429729195493,0.9957651840440526,0.9678913930654548,8000.0,4465.0,0.0,436.69600822078064,b98c42be92a0d05dad7817d60024cbaa2a663d58f33ed7d93a3770ce5fd54421,45,
7,46,random_uniform_n8_uncoordinated,online_static_3step,0.07809790616117943,0.03582739816973704,0.07815137466724224,8253.0,,24.00946420393833,0.9955742058158213,0.9583497577661076,8000.0,5282.0,0.0,512.502536212327,72b2a4b6cfa190859e858989a9c94ff8592eebd82cfee1e5bcbe8e4fddf368a3,46,
7,47,random_uniform_n8_uncoordinated,online_static_3step,0.07989641756708357,0.03637564833525731,0.07995606678531951,8267.0,,24.276194852941178,0.9959345595226387,0.9588073828679604,8000.0,5411.0,0.0,528.6974501479417,b7d406c52d39becdb0bc74a2cb1a4d4b67e866429a333098a2a57fcb23220f96,47,
7,48,random_uniform_n8_uncoordinated,online_static_3step,0.0314933323235626,-0.0002570419771813499,0.031498144667077406,8272.0,,61.69616752271829,0.9971015633196937,0.983791537786658,8000.0,5270.0,0.0,496.5655325029511,b85f9723792ce7b18415898fc551ccbb69b3a52f396789496392181de2ff1369,48,
7,49,random_uniform_n8_uncoordinated,online_static_3step,0.05893387493024587,0.020907145153170898,0.058966126899573215,8261.0,,30.668936004668357,0.9972489683631361,0.9673937172177156,8000.0,4641.0,0.0,449.3642921349965,7137273470d24672442ea78e63e70285e5d060f4e2f115c218a2de9cd51b6c0a,49,
7,50,random_uniform_n8_uncoordinated,online_static_3step,0.07331543691525859,0.03542955214078067,0.07336109409795219,8264.0,,27.15844646846537,0.9973348699848736,0.9631790426171418,8000.0,4893.0,0.0,478.4625314264558,fdf9951f218e61b913618a579bd13a77417b8831a28d26d86ea79bbbe03fffcf,50,
7,51,random_uniform_n8_uncoordinated,online_static_3step,0.05549786214631258,0.017497219096740218,0.055507852544550734,8275.0,,31.455670926517573,0.9970816610267307,0.9682092299879388,8000.0,4162.0,0.0,406.9891863402445,a8f19df2d616560c37b26732016a8ecb989b028f1788c364e916ef8c4d117ae0,51,
8,42,random_uniform_n8_uncoordinated,online_static_3step,0.053343906724071716,0.01108915168981018,0.05340137849917021,8310.0,,64.36855036855037,0.9967155940448017,0.984464462936102,8000.0,5210.0,0.0,490.0017364174128,32b2471b3d12212837087f0a422add5ae2f1e62927eb0f87dea0b211a06ace91,42,
8,43,random_uniform_n8_uncoordinated,online_static_3step,0.0747658947624639,0.01950258571929448,0.07489046275067346,8327.0,,36.669601482854496,0.9969759387053606,0.9727294554736962,8000.0,4724.0,0.0,448.5950508257374,c99ca94f24e1b26a7d442de52a2afe0f64b92812fe32e0c1bd920b2f3dc22673,43,
8,44,random_uniform_n8_uncoordinated,online_static_3step,0.1383738682100838,0.06208292876658307,0.13857283893890213,8317.0,,22.41659681475273,0.9971817139111913,0.9553901955651948,8000.0,4840.0,0.0,470.1128616339993,bf7607d2a46399450a0d8b28872bd4c19dccec9466d594d05291e33f5dcba1a3,44,
8,45,random_uniform_n8_uncoordinated,online_static_3step,0.07090651350092789,0.01538695353552472,0.07094865395792938,8330.0,,35.13803680981595,0.9965275270610013,0.9715408118725448,8000.0,3896.0,0.0,370.7962358316872,3817024ade47e07a7028ead4058f033bc30b91d440465fe8d5fe88b072985209,45,
8,46,random_uniform_n8_uncoordinated,online_static_3step,0.04110846245513331,0.0015814293687527552,0.041163846998835275,8329.0,,78.9773413897281,0.9973235020139335,0.9873381405045616,8000.0,4861.0,0.0,465.0088299473282,47ea3bba2b374311d16d10262081da457e91f256359e5d49dd192c45e22de269,46,
8,47,random_uniform_n8_uncoordinated,online_static_3step,0.039197041418820265,-0.0011687933350912354,0.03925393666431267,8332.0,,81.71167883211679,0.997186017985871,0.9877618473357452,8000.0,5718.0,0.0,547.5383636434563,88d79954925bc69736435b2bc74a414fad492fcb95589cc19fe5a6c73f7f738c,47,
8,48,random_uniform_n8_uncoordinated,online_static_3step,0.04709060245250462,0.006622646476948887,0.0471556192256675,8336.0,,61.224251846094056,0.9965641146693944,0.9836666031866946,8000.0,4920.0,0.0,473.2836359471548,2e2e98e8cdf30eef13a50b84c06a861b953f35bf1793101dafa6be23247bccc1,48,
8,49,random_uniform_n8_uncoordinated,online_static_3step,0.050185444159926755,0.009832542263096426,0.05023924785932546,8314.0,,53.49366244162776,0.9972019888210915,0.9813061967650616,8000.0,4344.0,0.0,410.08929367316887,0824f1280a294646d9378cd3d74b51dd9480122935da854e9a838cb61501e619,49,
8,50,random_uniform_n8_uncoordinated,online_static_3step,0.11055331278810986,0.04368485646762657,0.1106564979334994,8337.0,,29.92703461178672,0.9975237146900058,0.9665853963490872,8000.0,4079.0,0.0,397.7566745148506,5a03652e5dd3ba14a53b5cce1320cfeead6ca949bf967b214e4616f1abb129c9,50,
8,51,random_uniform_n8_uncoordinated,online_static_3step,0.0897428126472984,0.03409205941161547,0.08985932433240885,8319.0,,40.58399589638369,0.9976408448396757,0.975359745192338,8000.0,4681.0,0.0,453.9528783480637,069d846a2f710ce798a3af54daf42587519189c532fccffe470dc20848f63c76,51,
9,42,random_uniform_n8_uncoordinated,online_static_3step,0.09776472226547156,0.007661120419464538,0.09791151267590059,8645.0,,31.08543182242119,0.9965078573210276,0.9678305900425443,8000.0,4740.0,0.0,448.374221455073,c21ac681a28d524ba2c2aba7c53608418f2920fa576b622294c38a0627a85b61,42,
9,43,random_uniform_n8_uncoordinated,online_static_3step,0.09704417139199707,0.015338872671336372,0.09717106761178214,8584.0,,30.52370492403441,0.9961908633168992,0.9672385772798964,8000.0,4558.0,0.0,434.88484069518745,deb2b2f84e199f043bbc4476ed39e16bebe91e248ae393526fbae280c6b20c9a,43,
